,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
34,1400000US33011011402,"Census Tract 114.02, Hillsborough County, New Hampshire",43,0,68,0,11,0,23,0,26,104,98,31,401,0,0,0,0,0,0,25,0,52,98,84,142,371,0,0,0,0,0,0,0,0,80,49,74,168,170,233.3,175.7,597,1176,
205,1400000US33011011500,"Census Tract 115, Hillsborough County, New Hampshire",24,0,0,0,0,0,0,0,6,0,46,0,39,0,0,0,0,0,0,0,0,15,6,13,5,142,8,0,0,0,0,8,0,0,25,12,48,41,40,51.4,12.6,153,257,
10,1400000US33011001200,"Census Tract 12, Hillsborough County, New Hampshire",0,0,0,0,25,11,0,0,22,4,0,16,88,0,0,0,0,51,11,0,0,5,4,0,17,196,0,0,35,0,56,11,0,0,12,28,34,20,200,49.8,25.2,87,362,
35,1400000US33011012100,"Census Tract 121, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,0,0,46,78,363,350,0,0,0,0,0,0,0,0,42,58,35,215,998,0,0,0,0,15,0,0,0,356,147,190,290,15,473.3,175.7,1171,1835,
197,1400000US33011012200,"Census Tract 122, Hillsborough County, New Hampshire",0,0,103,0,0,0,34,0,82,51,62,50,490,124,0,46,0,0,18,17,0,114,69,53,49,537,32,0,17,0,52,0,0,42,32,176,136,50,485,316.8,207.2,400,1409,
50,1400000US33011012300,"Census Tract 123, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,0,0,117,262,276,539,14,0,0,0,0,0,0,0,21,101,132,271,734,16,0,0,0,0,0,0,0,77,130,190,321,30,202.4,243.6,1452,1928,
20,1400000US33011001300,"Census Tract 13, Hillsborough County, New Hampshire",4,23,5,0,64,0,0,13,30,0,0,43,182,4,22,0,0,29,0,0,0,52,68,7,0,148,0,34,6,0,0,0,0,0,43,40,18,7,204,157.4,75.6,75,512,
36,1400000US33011013100,"Census Tract 131, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,0,50,88,116,132,649,53,0,0,0,0,0,0,0,46,132,45,373,980,17,0,52,0,0,0,0,0,110,251,220,330,122,347.3,329.7,1216,2015,
32,1400000US33011001400,"Census Tract 14, Hillsborough County, New Hampshire",49,34,17,4,15,0,0,13,15,11,5,0,299,104,56,33,34,23,8,0,36,5,0,0,0,142,17,5,47,0,0,20,0,39,14,0,0,0,554,37.3,7.7,5,604,
60,1400000US33011014100,"Census Tract 141, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,19,71,66,23,77,344,0,0,0,0,0,0,0,25,122,120,10,67,474,46,13,36,0,0,15,0,21,86,117,0,140,175,369.9,212.1,317,1074,
37,1400000US33011014201,"Census Tract 142.01, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,0,46,10,86,161,541,0,0,0,0,0,0,0,0,190,34,200,117,374,0,8,0,0,0,0,0,0,82,0,51,233,8,331.2,30.8,848,1218,
56,1400000US33011014202,"Census Tract 142.02, Hillsborough County, New Hampshire",10,0,0,39,0,40,0,10,19,36,47,119,458,0,0,0,38,44,40,0,10,0,76,26,224,698,0,0,0,74,0,0,0,10,81,163,155,215,315,182.5,192.5,786,1476,
5,1400000US33011014300,"Census Tract 143, Hillsborough County, New Hampshire",0,0,0,0,27,0,0,0,146,52,252,96,639,0,0,0,0,59,0,0,0,122,80,118,260,435,21,0,0,0,0,0,0,0,0,18,104,292,107,313,105,1122,1647,
11,1400000US33011001500,"Census Tract 15, Hillsborough County, New Hampshire",177,40,4,58,0,21,10,12,27,12,12,0,292,101,15,15,25,11,65,8,10,4,8,30,0,293,40,42,5,23,18,46,46,0,65,0,8,0,792,102,14,50,958,
58,1400000US33011015100,"Census Tract 151, Hillsborough County, New Hampshire",0,0,0,0,86,0,0,0,29,8,39,159,430,7,0,0,0,0,0,0,0,23,28,80,292,616,16,0,6,10,0,0,0,5,0,6,101,472,130,64.6,29.4,1143,1367,
28,1400000US33011015200,"Census Tract 152, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,0,0,35,123,221,452,0,0,0,0,0,0,0,0,8,0,26,418,574,11,0,0,0,0,0,0,0,59,0,67,437,11,77.5,24.5,1292,1405,
44,1400000US33011001600,"Census Tract 16, Hillsborough County, New Hampshire",81,179,0,0,65,56,35,9,165,38,6,4,326,48,25,24,0,25,24,0,75,94,11,0,0,260,101,0,11,0,25,26,0,32,56,7,0,2,841,331.8,39.2,12,1224,
38,1400000US33011016100,"Census Tract 161, Hillsborough County, New Hampshire",0,0,0,7,0,8,57,0,56,65,83,23,228,0,0,0,6,0,7,0,37,32,26,70,50,316,0,0,0,14,0,16,42,0,18,71,27,128,194,154.6,113.4,381,843,
2,1400000US33011016201,"Census Tract 162.01, Hillsborough County, New Hampshire",0,0,0,0,61,0,0,0,0,403,9,28,373,0,0,58,0,60,0,0,25,40,110,0,80,302,0,0,0,0,0,0,58,0,39,112,0,93,262,266.5,437.5,210,1176,
51,1400000US33011016202,"Census Tract 162.02, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,0,55,113,62,43,431,0,0,0,0,0,38,6,0,23,129,73,162,733,30,0,0,0,0,41,0,23,37,233,92,277,138,257.5,332.5,709,1437,
201,1400000US33011001700,"Census Tract 17, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,36,79,33,0,0,355,0,65,41,8,27,0,0,35,99,0,80,0,61,0,0,0,9,0,0,0,0,0,15,33,4,221,192.4,33.6,117,564,
206,1400000US33011017100,"Census Tract 171, Hillsborough County, New Hampshire",0,0,0,19,0,0,21,91,0,0,0,126,612,0,0,0,9,0,0,15,0,83,85,103,317,974,0,0,0,36,0,0,0,0,106,34,75,723,191,224.7,83.3,1344,1843,
202,1400000US33011001800,"Census Tract 18, Hillsborough County, New Hampshire",5,17,46,11,1,0,0,67,72,92,60,28,464,31,34,130,0,11,0,0,0,40,136,39,43,479,23,59,25,0,1,0,32,38,55,61,104,81,531,253.7,202.3,355,1342,
52,1400000US33011018000,"Census Tract 180, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,0,16,100,46,218,547,0,0,0,0,0,0,35,66,33,66,50,297,595,0,0,0,0,0,8,17,0,52,82,107,329,126,175.4,173.6,1047,1522,
132,1400000US33011018501,"Census Tract 185.01, Hillsborough County, New Hampshire",0,0,0,24,4,6,14,7,19,0,24,21,73,0,0,0,0,0,20,8,0,12,13,7,13,193,0,0,0,37,23,6,0,0,60,28,12,27,149,103.3,28.7,104,385,
133,1400000US33011018502,"Census Tract 185.02, Hillsborough County, New Hampshire",0,0,3,0,6,0,12,0,11,14,33,64,60,0,0,6,0,3,0,3,0,11,0,18,19,109,0,0,10,0,3,0,27,0,0,0,27,42,73,26.2,9.8,203,312,
46,1400000US33011001900,"Census Tract 19, Hillsborough County, New Hampshire",28,93,32,37,3,0,8,19,32,11,0,14,99,13,5,0,14,3,0,0,28,23,0,6,7,188,5,62,0,18,18,0,0,0,50,0,35,0,386,108.3,7.7,62,564,
16,1400000US33011019000,"Census Tract 190, Hillsborough County, New Hampshire",0,12,0,15,0,0,0,0,34,32,34,65,227,0,11,0,79,0,0,0,0,0,61,43,33,190,0,0,0,14,0,0,0,0,12,58,35,71,131,91.3,105.7,281,609,
134,1400000US33011019501,"Census Tract 195.01, Hillsborough County, New Hampshire",10,0,0,0,0,9,0,5,9,33,59,24,56,0,0,3,0,0,0,0,0,3,10,3,37,91,0,0,4,6,0,0,0,0,11,25,16,29,37,43.4,47.6,168,296,
131,1400000US33011019502,"Census Tract 195.02, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,0,24,4,29,36,182,0,0,0,0,0,0,0,0,32,21,66,63,264,0,0,24,0,0,0,0,0,33,10,88,109,24,99.5,24.5,391,539,
6,1400000US33011000202,"Census Tract 2.02, Hillsborough County, New Hampshire",28,23,33,10,0,22,0,0,29,37,34,9,260,0,50,31,0,10,45,13,0,71,16,0,24,136,0,0,0,13,0,0,25,0,17,41,20,20,303,145.2,65.8,107,621,
125,1400000US33011000203,"Census Tract 2.03, Hillsborough County, New Hampshire",9,0,0,9,0,0,0,0,62,0,31,0,145,41,0,0,0,0,0,0,0,59,45,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,59,134.5,31.5,51,276,
126,1400000US33011000204,"Census Tract 2.04, Hillsborough County, New Hampshire",97,11,14,16,0,0,9,0,152,46,80,48,251,47,0,28,20,0,0,0,16,85,15,21,19,134,13,0,0,0,24,0,0,0,14,0,63,20,295,269.3,42.7,251,858,
21,1400000US33011002000,"Census Tract 20, Hillsborough County, New Hampshire",69,7,5,0,5,53,5,0,37,24,0,0,159,0,18,7,65,0,25,5,17,17,0,5,0,121,14,32,0,14,10,4,32,0,0,0,0,15,387,61.2,16.8,20,485,
17,1400000US33011020000,"Census Tract 200, Hillsborough County, New Hampshire",0,0,0,0,0,8,0,0,36,136,116,145,458,0,0,0,0,0,13,0,20,17,142,150,116,537,0,0,0,0,9,42,0,17,35,113,103,218,109,205.3,273.7,848,1436,
203,1400000US33011200100,"Census Tract 2001, Hillsborough County, New Hampshire",10,26,0,0,0,0,30,0,0,14,25,168,395,0,0,74,0,0,0,68,0,7,46,54,146,413,0,0,28,0,0,0,8,0,33,92,20,232,244,85.6,106.4,645,1081,
40,1400000US33011200200,"Census Tract 2002, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,0,74,78,0,85,460,0,0,0,14,0,18,13,13,87,51,64,200,324,0,11,0,14,0,0,12,14,40,113,20,100,109,273.6,169.4,469,1021,
18,1400000US33011200300,"Census Tract 2003, Hillsborough County, New Hampshire",17,0,13,0,0,8,0,0,52,0,20,197,239,18,0,0,0,26,0,0,0,27,0,38,130,322,0,0,0,0,12,0,0,0,72,0,68,170,94,151,0,623,868,
135,1400000US33011200400,"Census Tract 2004, Hillsborough County, New Hampshire",50,0,12,22,0,0,0,11,0,9,0,28,78,11,0,9,23,0,0,35,0,0,0,0,0,31,21,0,10,0,0,0,0,0,0,0,0,0,204,2.7,6.3,28,241,
55,1400000US33011002100,"Census Tract 21, Hillsborough County, New Hampshire",19,22,0,0,30,17,0,0,75,47,15,43,364,65,92,9,6,21,14,0,0,123,0,10,24,471,16,112,9,42,12,102,51,27,77,23,0,0,666,296,49,92,1103,
198,1400000US33011021000,"Census Tract 210, Hillsborough County, New Hampshire",0,19,0,0,0,0,21,114,43,140,114,65,877,16,15,0,0,60,17,0,18,220,46,187,298,795,16,14,0,0,0,15,0,0,109,92,122,427,325,455.4,194.6,1213,2188,
30,1400000US33011021500,"Census Tract 215, Hillsborough County, New Hampshire",0,0,8,6,6,18,3,13,54,60,30,64,339,0,6,5,6,0,8,8,8,120,73,36,69,399,4,8,4,6,18,8,31,11,139,53,15,102,185,368.8,130.2,316,1000,
12,1400000US33011002200,"Census Tract 22, Hillsborough County, New Hampshire",0,46,49,21,0,0,0,0,35,17,29,31,273,0,23,24,21,0,10,0,45,42,10,11,87,181,0,0,0,26,14,0,0,0,43,21,12,65,279,134.4,33.6,235,682,
53,1400000US33011022000,"Census Tract 220, Hillsborough County, New Hampshire",0,0,0,0,0,6,0,12,6,9,30,0,117,0,0,0,0,3,3,3,48,18,13,6,23,124,0,0,0,0,6,0,17,3,21,19,17,41,101,57.3,28.7,117,304,
54,1400000US33011022500,"Census Tract 225, Hillsborough County, New Hampshire",0,0,0,0,0,7,11,84,139,60,57,203,518,0,0,0,0,0,53,0,44,192,7,68,154,496,0,16,0,0,0,48,0,4,144,57,65,162,267,512.2,86.8,709,1575,
47,1400000US33011002300,"Census Tract 23, Hillsborough County, New Hampshire",9,0,57,0,0,0,0,9,91,30,26,10,320,0,0,69,15,0,8,0,8,77,37,21,85,220,10,0,63,32,12,0,0,0,42,0,38,23,292,230.1,46.9,203,772,
29,1400000US33011023000,"Census Tract 230, Hillsborough County, New Hampshire",0,19,0,0,0,0,0,0,0,27,50,87,384,0,0,15,0,28,15,0,18,28,121,77,82,393,15,0,29,15,30,15,0,45,40,14,31,159,244,116.6,113.4,486,960,
9,1400000US33011002400,"Census Tract 24, Hillsborough County, New Hampshire",17,63,0,0,90,0,71,0,109,57,88,15,482,125,61,61,15,29,0,0,0,73,65,53,0,331,82,15,0,68,0,0,0,43,16,45,62,0,740,248.1,116.9,218,1323,
39,1400000US33011024000,"Census Tract 240, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,10,42,5,9,16,133,0,0,0,0,11,10,0,2,27,15,36,32,106,0,0,0,7,2,0,0,2,3,9,25,58,44,80.7,20.3,176,321,
24,1400000US33011002500,"Census Tract 25, Hillsborough County, New Hampshire",0,9,0,0,0,0,0,0,126,29,0,21,405,80,9,0,0,45,63,0,0,81,91,23,13,488,48,0,17,0,43,0,0,0,140,151,73,16,314,428.3,189.7,146,1078,
199,1400000US33011025000,"Census Tract 250, Hillsborough County, New Hampshire",5,4,0,12,7,0,4,0,49,39,11,22,177,4,15,0,11,4,0,5,20,82,18,10,8,259,0,0,6,13,0,0,0,55,49,42,46,48,165,209.7,69.3,145,589,
200,1400000US33011025500,"Census Tract 255, Hillsborough County, New Hampshire",43,0,0,0,3,0,0,160,9,127,18,0,558,0,0,4,56,2,0,27,57,18,115,263,16,622,0,0,3,0,27,43,0,0,152,96,82,219,425,280.4,236.6,598,1540,
195,1400000US33011002600,"Census Tract 26, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,0,15,158,53,85,620,0,0,0,33,12,37,18,0,28,78,158,256,504,0,0,0,16,41,73,38,18,0,114,86,118,286,148,245,756,1435,
127,1400000US33011002701,"Census Tract 27.01, Hillsborough County, New Hampshire",0,0,4,0,0,0,0,8,52,57,38,124,254,0,0,4,0,0,0,0,0,37,11,55,147,270,0,0,4,20,0,0,0,0,68,0,106,72,40,177.4,47.6,542,807,
128,1400000US33011002702,"Census Tract 27.02, Hillsborough County, New Hampshire",0,35,0,0,0,15,0,0,52,23,16,334,295,0,0,0,0,0,0,0,0,66,38,52,139,535,0,28,0,0,0,15,0,0,48,57,142,245,93,201.4,82.6,928,1305,
13,1400000US33011002800,"Census Tract 28, Hillsborough County, New Hampshire",0,0,19,133,0,0,20,0,41,10,20,0,391,62,0,19,25,0,28,50,0,78,44,30,55,721,27,86,0,28,0,81,24,0,107,112,21,235,602,275.8,116.2,361,1355,
48,1400000US33011002901,"Census Tract 29.01, Hillsborough County, New Hampshire",0,0,23,0,0,0,73,0,15,22,22,428,601,12,0,22,0,0,0,54,0,45,126,73,269,664,13,0,0,0,13,0,16,0,55,80,113,374,226,183.4,159.6,1279,1848,
1,1400000US33011002902,"Census Tract 29.02, Hillsborough County, New Hampshire",0,0,0,0,29,0,0,0,58,44,158,243,330,0,0,0,0,31,0,0,0,99,43,37,120,488,0,0,0,0,34,0,0,0,76,43,73,262,94,272,91,893,1350,
45,1400000US33011002903,"Census Tract 29.03, Hillsborough County, New Hampshire",0,0,0,0,0,0,37,0,50,202,0,525,690,0,0,13,0,0,0,0,0,41,16,0,620,942,0,0,13,0,0,0,18,0,34,31,150,696,81,199.7,174.3,1991,2446,
22,1400000US33011000300,"Census Tract 3, Hillsborough County, New Hampshire",111,0,26,26,0,0,0,0,73,20,8,20,162,0,0,0,10,7,0,0,30,8,77,0,30,98,15,0,0,0,39,0,0,0,38,6,0,0,264,149.9,72.1,58,544,
7,1400000US33011000600,"Census Tract 6, Hillsborough County, New Hampshire",0,10,8,13,0,0,68,0,14,8,22,5,51,0,0,0,0,0,9,6,21,10,0,0,5,54,0,0,3,0,0,35,7,0,4,0,0,5,180,30.4,5.6,37,253,
8,1400000US33011000700,"Census Tract 7, Hillsborough County, New Hampshire",0,0,0,0,17,0,0,0,0,53,86,75,101,0,0,7,0,0,7,0,0,0,28,33,26,141,0,0,0,0,0,13,0,0,6,47,20,55,44,44.4,89.6,295,473,
42,1400000US33011000800,"Census Tract 8, Hillsborough County, New Hampshire",32,0,3,0,48,5,9,0,38,5,0,7,158,0,16,35,26,31,5,9,0,27,4,5,0,156,14,15,20,33,0,25,0,0,16,0,25,8,326,83.7,6.3,45,461,
23,1400000US33011000901,"Census Tract 9.01, Hillsborough County, New Hampshire",0,0,0,0,53,0,0,0,32,50,27,56,205,0,7,0,0,67,0,0,0,43,17,28,43,225,0,8,48,0,0,21,0,0,51,40,24,33,204,158.1,74.9,211,648,
19,1400000US33011000902,"Census Tract 9.02, Hillsborough County, New Hampshire",0,0,47,139,0,0,0,99,121,94,112,13,350,0,0,0,0,0,28,26,0,15,110,85,86,348,0,0,90,0,0,0,85,0,15,66,0,92,514,232,189,388,1323,
136,1400000US33011980101,"Census Tract 9801.01, Hillsborough County, New Hampshire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
240,1400000US33013003001,"Census Tract 30.01, Merrimack County, New Hampshire",0,0,0,0,0,0,12,0,28,19,146,94,204,0,0,16,10,0,0,0,0,94,0,22,62,273,12,0,0,0,0,0,0,0,64,55,25,117,50,208.2,51.8,466,776,
137,1400000US33013003006,"Census Tract 30.06, Merrimack County, New Hampshire",25,0,0,0,0,17,0,0,16,26,15,32,189,20,7,0,27,0,12,0,0,13,34,0,76,295,0,0,0,0,0,12,0,11,20,103,53,96,131,97.9,114.1,272,615,
242,1400000US33013030000,"Census Tract 300, Merrimack County, New Hampshire",0,0,0,0,7,0,0,8,33,8,19,111,241,0,0,0,0,6,0,0,6,32,14,62,121,259,0,0,0,0,34,0,8,0,27,75,17,98,69,121.1,67.9,428,686,
244,1400000US33013003100,"Census Tract 31, Merrimack County, New Hampshire",12,0,4,10,23,8,0,0,47,52,26,25,260,22,40,0,2,99,0,0,0,65,11,10,11,267,14,33,4,0,0,18,0,0,53,80,28,37,289,207.9,100.1,137,734,
138,1400000US33013031001,"Census Tract 310.01, Merrimack County, New Hampshire",0,8,0,0,0,7,0,0,36,16,32,127,331,12,14,8,0,0,16,0,7,66,39,63,106,404,28,0,9,0,0,14,0,0,13,76,39,225,123,154.3,91.7,592,961,
139,1400000US33013031002,"Census Tract 310.02, Merrimack County, New Hampshire",0,0,0,0,0,0,0,0,72,45,26,68,417,0,0,0,0,0,0,0,0,0,125,58,234,332,0,0,0,0,0,0,0,0,0,88,62,182,0,149.4,180.6,630,960,
226,1400000US33013003200,"Census Tract 32, Merrimack County, New Hampshire",0,0,0,0,0,0,0,0,81,134,78,52,441,0,0,0,15,0,0,0,0,17,103,127,179,580,75,0,0,0,17,0,0,0,109,76,185,118,107,300.9,219.1,739,1366,
250,1400000US33013032100,"Census Tract 321, Merrimack County, New Hampshire",0,0,0,0,0,16,0,21,22,27,22,110,255,0,0,0,0,89,7,0,0,74,28,9,48,227,0,0,27,0,24,20,0,0,10,73,18,55,204,144.4,89.6,262,700,
249,1400000US33013032200,"Census Tract 322, Merrimack County, New Hampshire",10,16,0,0,0,0,0,0,12,14,33,15,167,0,15,0,0,14,0,0,0,78,30,18,12,272,12,28,11,0,14,30,0,0,41,69,67,0,150,164.9,79.1,145,539,
245,1400000US33013032300,"Census Tract 323, Merrimack County, New Hampshire",44,0,7,0,0,5,0,0,0,14,8,0,72,0,0,5,0,7,15,0,0,9,27,0,9,73,0,0,3,2,0,3,0,0,0,14,0,51,91,25.5,38.5,68,223,
235,1400000US33013032400,"Census Tract 324, Merrimack County, New Hampshire",0,25,31,6,0,0,0,0,0,26,0,89,232,0,57,31,0,18,12,0,0,0,80,0,34,81,0,5,0,0,0,7,0,0,0,26,21,22,192,39.6,92.4,166,490,
231,1400000US33013032500,"Census Tract 325, Merrimack County, New Hampshire",64,0,0,0,11,0,0,84,7,24,28,105,272,0,0,0,0,10,0,0,0,78,10,0,174,299,0,0,0,0,10,0,0,0,35,21,79,154,179,136.5,38.5,540,894,
246,1400000US33013032600,"Census Tract 326, Merrimack County, New Hampshire",0,0,0,0,0,0,0,18,0,40,0,43,161,12,0,0,0,0,0,0,35,102,0,0,12,233,0,0,0,0,0,25,19,36,0,74,40,39,145,136.2,79.8,134,495,
140,1400000US33013032701,"Census Tract 327.01, Merrimack County, New Hampshire",0,0,0,0,0,5,0,12,16,0,15,24,97,14,0,0,18,0,11,0,0,27,0,14,13,208,5,0,0,13,12,11,0,0,8,17,87,55,101,56.1,11.9,208,377,
141,1400000US33013032706,"Census Tract 327.06, Merrimack County, New Hampshire",11,0,11,0,0,20,0,28,61,80,36,30,291,0,14,0,0,18,27,0,2,68,59,83,20,289,0,25,0,0,8,0,0,2,23,113,90,28,166,227.6,176.4,287,857,
227,1400000US33013032800,"Census Tract 328, Merrimack County, New Hampshire",35,0,0,0,0,16,0,17,72,36,107,159,314,0,0,0,0,0,16,0,0,38,31,54,175,363,0,0,0,0,0,15,0,0,65,66,51,166,99,214.9,93.1,712,1119,
224,1400000US33013032900,"Census Tract 329, Merrimack County, New Hampshire",0,42,42,20,12,16,0,0,39,79,21,0,285,131,21,0,0,21,0,0,0,50,38,24,0,323,43,0,29,0,68,0,0,0,132,20,21,10,445,262.1,95.9,76,879,
228,1400000US33013033000,"Census Tract 330, Merrimack County, New Hampshire",58,0,0,0,14,36,0,0,36,18,11,18,165,0,0,0,5,12,43,0,0,53,0,25,27,219,0,0,0,6,0,3,0,0,43,60,37,70,177,155.4,54.6,188,575,
229,1400000US33013034000,"Census Tract 340, Merrimack County, New Hampshire",0,0,25,0,0,0,0,23,32,104,62,77,361,15,0,12,0,9,0,4,22,69,160,0,70,269,4,0,4,14,9,0,4,22,37,85,9,81,167,242.7,244.3,299,953,
236,1400000US33013035000,"Census Tract 350, Merrimack County, New Hampshire",115,0,0,37,0,0,8,0,56,0,0,0,329,87,0,0,71,0,49,7,0,47,47,11,10,327,25,17,0,38,36,48,0,0,51,46,37,29,538,181.9,65.1,87,872,
232,1400000US33013036000,"Census Tract 360, Merrimack County, New Hampshire",0,0,0,0,0,0,19,23,116,77,0,0,134,0,0,0,0,0,48,0,0,15,33,38,0,414,24,0,0,0,0,60,0,0,108,93,19,110,174,299.9,142.1,167,783,
233,1400000US33013037000,"Census Tract 370, Merrimack County, New Hampshire",0,0,0,0,0,0,0,0,24,50,14,30,72,0,0,0,5,9,9,6,0,8,18,7,10,155,2,0,0,6,9,9,0,0,6,27,0,96,55,66.5,66.5,157,345,
239,1400000US33013038000,"Census Tract 380, Merrimack County, New Hampshire",70,0,0,0,20,27,0,0,25,31,0,73,282,61,0,0,0,0,49,0,0,59,18,70,25,199,0,0,0,0,0,10,0,13,33,81,20,42,250,156,91,230,727,
243,1400000US33013038500,"Census Tract 385, Merrimack County, New Hampshire",5,5,8,0,17,5,5,0,63,99,16,36,273,0,1,13,0,12,4,0,0,76,51,30,86,323,4,0,5,33,4,3,0,0,83,46,53,92,124,280.8,137.2,313,855,
241,1400000US33013039000,"Census Tract 390, Merrimack County, New Hampshire",0,0,0,0,0,0,0,0,27,103,138,150,293,0,0,44,0,0,0,0,0,84,0,18,147,384,0,0,13,15,0,0,0,0,50,0,127,179,72,191.9,72.1,759,1095,
225,1400000US33013040000,"Census Tract 400, Merrimack County, New Hampshire",0,0,0,78,0,0,0,0,27,17,125,170,224,0,0,0,0,0,0,0,0,8,80,72,64,184,6,0,0,0,0,0,0,0,0,31,139,8,84,73.4,89.6,578,825,
247,1400000US33013040500,"Census Tract 405, Merrimack County, New Hampshire",10,0,9,11,0,9,3,23,71,31,21,83,330,11,0,9,13,6,10,2,34,53,75,27,90,496,14,5,9,8,17,0,6,35,24,90,79,209,244,206.8,137.2,509,1097,
251,1400000US33013041000,"Census Tract 410, Merrimack County, New Hampshire",0,17,0,8,0,0,0,0,0,41,56,55,182,0,0,20,0,0,0,0,0,0,30,35,97,180,17,0,0,24,0,0,9,0,0,12,10,108,95,24.9,58.1,361,539,
237,1400000US33013041500,"Census Tract 415, Merrimack County, New Hampshire",0,0,0,14,17,10,0,8,47,45,39,34,248,0,0,22,3,4,27,0,13,99,20,14,46,136,0,0,0,0,0,2,3,5,28,20,35,43,128,199.5,59.5,211,598,
238,1400000US33013042500,"Census Tract 425, Merrimack County, New Hampshire",0,0,0,0,0,4,0,25,44,61,31,19,295,15,0,0,0,5,3,0,40,56,78,45,53,387,38,49,0,0,0,0,15,15,29,41,98,102,209,183,126,348,866,
234,1400000US33013043001,"Census Tract 430.01, Merrimack County, New Hampshire",96,0,74,0,0,13,0,0,23,12,25,7,200,0,0,26,0,55,37,0,0,48,18,16,0,274,0,0,50,0,0,11,0,0,111,32,41,29,362,200.6,43.4,118,724,
248,1400000US33013043002,"Census Tract 430.02, Merrimack County, New Hampshire",28,0,0,0,0,41,0,0,36,41,50,0,409,0,0,0,0,0,67,27,14,192,45,33,31,243,24,0,0,0,9,0,24,0,129,0,13,44,234,382.8,60.2,171,848,
230,1400000US33013044000,"Census Tract 440, Merrimack County, New Hampshire",0,37,0,0,11,47,8,0,81,195,9,62,419,0,0,0,0,48,16,8,9,129,117,62,30,386,0,0,0,30,0,28,8,8,176,35,9,92,258,490.1,242.9,264,1255,
142,1400000US33013044100,"Census Tract 441, Merrimack County, New Hampshire",25,0,0,0,0,56,0,0,32,66,41,0,249,0,0,0,20,51,8,0,64,26,0,63,17,226,11,0,0,43,16,0,32,43,38,0,32,11,369,115.8,46.2,164,695,
143,1400000US33013044200,"Census Tract 442, Merrimack County, New Hampshire",0,0,0,0,0,0,0,0,30,21,38,222,524,0,0,0,0,0,0,0,13,103,93,111,204,478,0,0,0,0,0,0,0,7,21,123,114,213,20,225.1,165.9,902,1313,
