,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
144,1400000US33013044300,"Census Tract 443, Merrimack County, New Hampshire",8,9,0,43,0,62,9,8,116,0,24,25,301,0,0,0,12,0,13,0,0,65,82,30,99,295,0,0,0,0,0,9,0,0,31,69,9,177,173,257.3,105.7,364,900,
156,1400000US33015100100,"Census Tract 1001, Rockingham County, New Hampshire",0,0,0,0,0,61,0,0,136,54,33,83,407,0,0,0,0,25,0,0,0,74,125,67,116,554,7,14,0,0,0,0,0,0,39,15,118,361,107,307.2,135.8,778,1328,
283,1400000US33015100200,"Census Tract 1002, Rockingham County, New Hampshire",0,28,83,0,0,0,0,0,68,40,29,97,364,0,0,0,0,0,0,0,0,69,37,104,154,431,18,0,0,0,0,0,0,0,59,32,120,202,129,228.7,76.3,706,1140,
160,1400000US33015100301,"Census Tract 1003.01, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,0,82,32,82,182,0,0,0,0,23,0,0,0,20,39,38,62,243,0,0,0,0,0,0,0,0,18,74,55,96,23,96.5,136.5,365,621,
163,1400000US33015100302,"Census Tract 1003.02, Rockingham County, New Hampshire",0,0,51,0,37,31,0,0,102,17,34,103,303,0,0,0,0,22,30,0,0,58,8,53,132,229,0,0,0,0,0,0,0,0,10,43,88,88,171,190.4,47.6,498,907,
166,1400000US33015100400,"Census Tract 1004, Rockingham County, New Hampshire",0,0,45,71,0,0,0,0,38,58,76,123,358,19,0,0,0,7,0,0,0,108,78,42,104,445,19,0,0,0,8,0,14,0,81,140,105,78,183,309.8,193.2,528,1214,
164,1400000US33015101100,"Census Tract 1011, Rockingham County, New Hampshire",0,0,0,14,0,19,0,0,48,29,34,189,555,0,0,82,54,0,0,0,0,118,76,109,116,517,50,0,0,0,0,0,0,0,177,109,18,163,219,407.2,149.8,629,1405,
161,1400000US33015102100,"Census Tract 1021, Rockingham County, New Hampshire",0,0,0,0,0,28,0,0,42,43,23,122,327,0,0,0,0,0,13,0,12,31,32,52,187,389,0,0,14,0,0,0,12,25,80,69,65,124,104,196.2,100.8,573,974,
289,1400000US33015103100,"Census Tract 1031, Rockingham County, New Hampshire",0,0,0,0,0,10,0,0,16,46,24,123,558,0,0,0,0,0,22,0,0,46,118,50,322,551,0,0,0,0,36,22,0,0,38,103,22,330,90,180.1,186.9,871,1328,
111,1400000US33015104101,"Census Tract 1041.01, Rockingham County, New Hampshire",0,71,0,0,14,0,0,0,18,20,58,53,318,0,73,0,0,17,0,0,0,63,49,6,110,415,0,0,0,0,9,0,77,0,25,95,52,157,261,155.2,114.8,436,967,
112,1400000US33015104102,"Census Tract 1041.02, Rockingham County, New Hampshire",0,51,0,0,0,38,0,0,0,18,0,86,304,0,0,0,25,0,34,0,0,7,67,62,109,340,32,0,0,24,0,8,0,0,14,22,75,165,212,53.1,74.9,497,837,
271,1400000US33015105100,"Census Tract 1051, Rockingham County, New Hampshire",44,0,0,0,18,10,0,18,47,31,161,134,268,0,0,28,0,18,0,0,18,0,88,101,15,390,0,0,0,10,43,0,0,0,17,47,36,237,207,113.8,116.2,684,1121,
165,1400000US33015106101,"Census Tract 1061.01, Rockingham County, New Hampshire",0,0,0,0,114,0,0,0,15,19,101,212,694,0,0,0,0,159,0,0,0,69,70,72,324,770,0,0,0,0,0,0,0,0,118,26,65,561,273,236.5,80.5,1335,1925,
157,1400000US33015106102,"Census Tract 1061.02, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,87,29,38,243,786,0,0,0,0,0,0,0,60,58,44,106,518,603,0,0,0,0,0,35,0,30,59,28,19,432,125,234.3,70.7,1356,1786,
113,1400000US33015106200,"Census Tract 1062, Rockingham County, New Hampshire",55,29,0,0,0,5,0,0,51,23,28,78,127,0,0,0,2,36,10,0,0,1,0,26,52,261,11,0,0,10,0,27,0,0,78,98,10,27,185,166.3,84.7,221,657,
114,1400000US33015106400,"Census Tract 1064, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,0,15,16,84,425,0,0,0,0,32,0,0,26,14,85,69,199,276,0,0,0,0,16,0,9,12,9,43,57,130,95,65.9,100.1,555,816,
115,1400000US33015107100,"Census Tract 1071, Rockingham County, New Hampshire",0,28,9,0,0,0,0,0,0,24,0,43,253,19,0,11,7,0,13,0,0,9,39,0,155,226,12,60,0,39,4,14,0,0,7,16,9,65,216,39.7,55.3,272,583,
116,1400000US33015107200,"Census Tract 1072, Rockingham County, New Hampshire",0,0,14,42,47,30,0,0,35,145,138,86,355,0,0,0,45,0,11,0,0,30,66,53,150,240,0,0,0,19,0,0,0,0,27,83,50,61,208,180.2,205.8,538,1132,
117,1400000US33015107400,"Census Tract 1074, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,7,0,4,49,46,0,0,0,5,0,6,0,0,5,2,20,8,107,0,13,0,5,0,0,0,0,0,26,21,42,29,20.4,19.6,144,213,
118,1400000US33015107500,"Census Tract 1075, Rockingham County, New Hampshire",0,0,0,0,0,7,0,0,47,21,31,217,360,55,0,0,0,0,0,0,0,35,30,44,196,294,0,0,0,0,0,0,0,10,3,47,41,193,72,114.4,68.6,722,977,
158,1400000US33015003301,"Census Tract 33.01, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,27,40,9,87,436,0,0,0,0,21,15,7,0,86,16,66,225,387,22,0,0,0,37,29,0,0,24,58,60,157,131,171.2,79.8,604,986,
276,1400000US33015003302,"Census Tract 33.02, Rockingham County, New Hampshire",28,0,7,0,0,0,0,0,38,74,83,123,335,121,0,27,0,0,0,0,0,75,8,50,54,444,0,0,22,0,0,0,0,0,165,91,114,52,205,329.9,121.1,476,1132,
290,1400000US33015003400,"Census Tract 34, Rockingham County, New Hampshire",0,21,0,0,0,83,0,0,34,54,32,0,310,0,0,17,0,0,32,27,45,119,28,0,42,469,48,15,0,13,16,0,54,35,140,94,18,36,406,345.8,123.2,128,1003,
291,1400000US33015003500,"Census Tract 35, Rockingham County, New Hampshire",38,0,0,0,25,20,0,21,145,27,13,16,480,69,18,0,113,15,32,0,0,159,33,27,14,434,201,20,0,0,0,0,0,0,109,20,35,49,572,437,56,154,1219,
169,1400000US33015003601,"Census Tract 36.01, Rockingham County, New Hampshire",149,0,0,0,0,0,0,0,37,0,0,174,336,63,0,0,0,0,0,0,0,50,85,39,99,749,137,0,41,0,19,0,0,25,101,160,101,165,434,261.5,171.5,578,1445,
277,1400000US33015003602,"Census Tract 36.02, Rockingham County, New Hampshire",0,0,0,9,0,0,0,0,30,56,66,208,430,0,0,0,28,0,0,0,0,10,115,142,135,702,0,0,0,0,0,0,0,0,88,192,166,256,37,236.9,254.1,973,1501,
145,1400000US33015003701,"Census Tract 37.01, Rockingham County, New Hampshire",0,24,0,7,0,0,0,0,0,40,26,45,140,0,0,0,6,0,0,0,0,0,31,45,58,487,20,42,0,0,0,0,0,0,112,41,127,145,99,145.6,78.4,446,769,
146,1400000US33015003703,"Census Tract 37.03, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,75,62,31,164,450,0,0,0,0,10,39,0,0,82,71,0,248,520,0,0,8,0,23,43,0,0,50,68,39,289,123,267.3,140.7,771,1302,
147,1400000US33015003801,"Census Tract 38.01, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,0,36,27,130,484,0,0,0,0,0,23,0,0,15,46,41,359,346,18,0,0,0,0,0,0,0,27,72,48,181,41,88.2,107.8,786,1023,
148,1400000US33015003802,"Census Tract 38.02, Rockingham County, New Hampshire",9,0,8,0,0,0,0,0,9,100,19,55,332,9,0,4,0,0,0,0,0,25,62,47,185,415,0,12,16,0,0,0,0,0,27,85,50,225,58,135.1,172.9,581,947,
149,1400000US33015003901,"Census Tract 39.01, Rockingham County, New Hampshire",0,0,0,0,10,24,0,34,96,48,49,67,301,0,0,0,0,0,22,0,0,118,47,34,80,336,19,0,0,0,0,19,0,0,70,109,29,90,128,345.2,142.8,349,965,
150,1400000US33015003902,"Census Tract 39.02, Rockingham County, New Hampshire",0,18,0,0,0,0,0,0,18,33,26,87,222,0,29,0,0,20,0,0,59,7,0,6,101,417,0,43,10,0,0,0,0,60,15,37,65,187,239,61,49,472,821,
294,1400000US33015004000,"Census Tract 40, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,31,65,74,186,229,0,0,0,0,0,0,0,0,13,8,24,184,477,12,9,0,0,0,0,0,0,0,60,161,235,21,83.9,93.1,864,1062,
295,1400000US33015050000,"Census Tract 500, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,18,63,11,110,233,0,0,0,0,0,0,0,53,0,23,73,84,283,30,0,0,0,0,0,0,26,21,9,115,82,109,67.5,66.5,475,718,
284,1400000US33015051000,"Census Tract 510, Rockingham County, New Hampshire",0,0,0,0,0,0,14,0,0,36,37,231,426,0,0,0,0,21,0,13,0,12,53,78,249,332,7,0,11,0,22,0,0,0,46,22,55,169,88,91.3,77.7,819,1076,
272,1400000US33015052000,"Census Tract 520, Rockingham County, New Hampshire",0,26,0,29,18,27,0,0,45,62,111,152,458,0,0,0,0,18,26,0,17,29,74,60,234,465,29,0,0,0,0,0,0,19,122,144,0,151,209,280,196,708,1393,
152,1400000US33015053000,"Census Tract 530, Rockingham County, New Hampshire",0,0,0,3,33,0,0,0,19,66,0,54,340,0,0,0,3,0,45,6,0,113,65,26,82,497,0,0,0,0,0,30,12,0,31,122,117,185,132,238.9,177.1,464,1012,
167,1400000US33015054000,"Census Tract 540, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,48,0,74,168,365,0,0,0,0,0,8,0,0,68,29,83,177,251,0,0,0,0,0,0,0,0,29,18,62,142,8,159.1,32.9,706,906,
279,1400000US33015055001,"Census Tract 550.01, Rockingham County, New Hampshire",0,0,0,27,0,69,0,136,29,27,145,53,512,65,0,66,52,0,22,0,21,0,134,72,80,543,86,0,0,0,0,11,0,109,24,200,36,77,664,161.3,252.7,463,1541,
273,1400000US33015055002,"Census Tract 550.02, Rockingham County, New Hampshire",24,0,0,0,14,8,0,9,84,23,90,24,337,46,0,0,0,7,11,0,0,95,57,95,26,166,9,0,0,0,23,12,0,0,31,8,33,50,163,236.4,61.6,318,779,
285,1400000US33015056000,"Census Tract 560, Rockingham County, New Hampshire",0,0,7,14,14,0,0,0,38,35,32,46,270,0,0,7,0,13,0,0,0,64,55,56,75,420,26,0,7,34,0,17,0,0,91,72,78,95,139,241.6,113.4,382,876,
278,1400000US33015057000,"Census Tract 570, Rockingham County, New Hampshire",0,0,11,0,19,0,0,0,28,34,38,44,356,0,0,24,9,19,0,0,0,83,63,33,125,279,0,0,46,17,10,0,0,0,48,44,18,96,155,201.3,98.7,354,809,
153,1400000US33015058000,"Census Tract 580, Rockingham County, New Hampshire",0,0,41,0,0,0,0,0,48,39,37,181,345,0,12,19,0,0,0,0,0,31,72,70,141,376,8,13,0,11,0,0,0,0,111,109,49,75,104,256,154,553,1067,
154,1400000US33015059000,"Census Tract 590, Rockingham County, New Hampshire",44,0,59,0,0,0,0,0,59,99,112,291,429,29,0,59,0,0,33,16,0,111,44,37,100,367,0,0,58,0,12,14,33,0,54,94,48,54,357,295.1,165.9,642,1460,
155,1400000US33015060000,"Census Tract 600, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,81,29,41,202,452,0,0,0,0,8,0,0,0,51,61,78,254,413,0,0,0,8,16,0,0,0,28,79,45,237,32,210.7,118.3,857,1218,
274,1400000US33015061001,"Census Tract 610.01, Rockingham County, New Hampshire",13,0,0,0,0,0,0,0,100,29,84,202,430,0,0,0,0,37,0,0,0,13,56,15,309,558,0,0,0,0,36,0,0,0,34,48,0,440,86,186.9,93.1,1050,1416,
286,1400000US33015062000,"Census Tract 620, Rockingham County, New Hampshire",0,0,0,0,4,0,0,0,9,13,0,39,179,0,0,6,0,6,0,0,0,18,13,26,110,280,41,0,13,0,8,3,0,24,33,11,11,136,105,71.1,25.9,322,524,
275,1400000US33015062500,"Census Tract 625, Rockingham County, New Hampshire",7,5,0,0,0,24,2,0,8,29,38,109,151,5,4,0,3,0,8,0,0,0,2,8,121,254,0,3,0,3,0,4,0,0,4,49,33,158,68,36,56,467,627,
151,1400000US33015063001,"Census Tract 630.01, Rockingham County, New Hampshire",9,0,0,0,0,0,0,0,5,0,35,32,148,0,7,0,0,0,0,0,0,0,93,26,22,177,9,0,0,0,0,0,0,0,5,96,47,20,25,66.7,132.3,182,406,
106,1400000US33015063002,"Census Tract 630.02, Rockingham County, New Hampshire",0,0,0,0,0,0,0,44,8,51,17,37,416,0,0,0,38,29,27,0,22,83,99,39,79,238,0,39,0,0,29,0,0,26,38,0,98,8,254,174,105,278,811,
287,1400000US33015064000,"Census Tract 640, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,5,0,0,98,211,16,0,0,0,0,0,0,0,13,38,0,144,168,7,0,0,0,9,0,0,0,39,0,12,101,32,68.4,26.6,355,482,
170,1400000US33015065001,"Census Tract 650.01, Rockingham County, New Hampshire",23,0,0,0,0,0,39,0,0,31,22,228,490,0,0,13,19,0,0,0,62,22,19,37,318,345,0,0,37,21,0,0,0,0,53,17,32,185,214,95.1,46.9,822,1178,
107,1400000US33015065005,"Census Tract 650.05, Rockingham County, New Hampshire",0,0,7,0,0,0,0,28,0,11,7,39,144,0,0,7,0,0,0,0,52,7,21,25,32,213,0,0,0,0,0,0,0,0,25,26,16,146,94,49.4,40.6,265,449,
108,1400000US33015065006,"Census Tract 650.06, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,19,0,8,3,66,0,0,0,27,0,0,0,0,0,7,15,17,105,0,0,0,0,0,0,0,0,8,6,15,76,27,30.9,9.1,134,201,
109,1400000US33015065007,"Census Tract 650.07, Rockingham County, New Hampshire",0,1,0,0,0,0,0,0,0,4,0,13,62,0,0,0,0,0,0,0,0,6,10,0,46,57,0,0,0,0,0,0,0,0,9,0,0,48,1,19.2,9.8,107,137,
110,1400000US33015065008,"Census Tract 650.08, Rockingham County, New Hampshire",0,0,0,5,0,0,0,17,49,0,0,0,83,0,0,6,0,18,0,0,16,28,15,0,0,132,0,0,74,0,10,0,0,0,0,14,31,3,146,85.7,20.3,34,286,
159,1400000US33015066000,"Census Tract 660, Rockingham County, New Hampshire",16,0,0,0,0,0,0,0,20,19,24,122,272,53,0,0,0,7,0,0,0,7,70,91,44,336,0,0,0,29,0,0,8,0,0,67,75,157,113,73.8,109.2,513,809,
280,1400000US33015067000,"Census Tract 670, Rockingham County, New Hampshire",0,0,0,0,0,0,20,0,68,0,81,230,626,0,0,0,0,0,0,19,0,114,0,74,419,660,0,0,0,0,0,0,0,0,0,58,123,479,39,199.4,40.6,1406,1685,
292,1400000US33015067501,"Census Tract 675.01, Rockingham County, New Hampshire",0,0,0,0,141,0,0,0,29,115,84,189,414,0,0,21,0,80,0,15,0,52,52,46,148,600,20,0,18,0,38,3,0,0,75,24,128,294,336,213.3,133.7,889,1572,
293,1400000US33015067502,"Census Tract 675.02, Rockingham County, New Hampshire",0,0,7,0,0,0,12,0,0,41,29,65,45,0,0,0,0,0,0,0,0,0,20,10,15,198,0,0,0,0,0,0,98,0,0,34,28,38,117,28.5,66.5,185,397,
288,1400000US33015069100,"Census Tract 691, Rockingham County, New Hampshire",0,15,0,0,0,0,0,0,0,0,0,43,107,0,0,0,0,0,0,0,0,0,0,0,107,299,0,0,0,0,0,0,47,0,0,0,0,252,62,0,0,402,464,
281,1400000US33015069200,"Census Tract 692, Rockingham County, New Hampshire",9,0,0,0,0,0,0,0,0,0,0,103,51,0,0,0,0,0,0,0,0,0,0,33,18,150,0,0,0,0,0,8,0,0,0,0,63,79,17,0,0,296,313,
282,1400000US33015069300,"Census Tract 693, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,0,11,16,106,52,18,0,0,0,0,0,0,0,0,0,15,19,104,0,0,0,0,0,0,0,0,0,16,27,61,18,8.1,18.9,244,289,
168,1400000US33015069700,"Census Tract 697, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,0,27,0,37,196,0,0,0,0,87,0,0,0,15,0,16,78,220,0,0,0,0,0,0,0,0,29,21,59,111,87,58.4,33.6,301,480,
162,1400000US33015071000,"Census Tract 710, Rockingham County, New Hampshire",0,19,0,0,0,0,0,0,30,25,28,177,382,0,9,0,0,0,0,0,0,28,13,0,332,242,0,0,18,0,0,0,0,0,37,16,57,114,46,111.2,37.8,708,903,
119,1400000US33015980011,"Census Tract 9800.11, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,1400000US33015990000,"Census Tract 9900, Rockingham County, New Hampshire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,1400000US33017080100,"Census Tract 801, Strafford County, New Hampshire",0,0,0,0,0,0,0,0,0,11,13,157,183,0,0,0,0,0,0,0,0,29,48,0,106,223,37,0,0,0,0,0,0,0,14,35,5,132,37,71.2,65.8,413,587,
79,1400000US33017080202,"Census Tract 802.02, Strafford County, New Hampshire",0,0,0,0,0,0,0,0,0,5,8,106,227,12,0,0,0,0,0,0,0,88,17,28,82,106,8,0,0,4,0,0,0,0,8,16,20,50,24,107.4,26.6,294,452,
121,1400000US33017080203,"Census Tract 802.03, Strafford County, New Hampshire",6,0,6,0,0,0,0,0,15,20,0,34,53,0,0,0,0,0,0,0,0,15,19,0,19,23,0,0,0,0,0,0,0,0,11,0,12,0,12,52.7,27.3,65,157,
122,1400000US33017080204,"Census Tract 802.04, Strafford County, New Hampshire",0,0,0,0,0,0,0,0,4,0,4,16,71,0,0,0,0,0,0,0,0,0,9,8,54,58,0,0,0,0,0,0,0,0,0,0,0,58,0,6.7,6.3,140,153,
70,1400000US33017080500,"Census Tract 805, Strafford County, New Hampshire",0,0,0,0,0,0,0,7,4,53,55,210,519,0,6,0,0,73,0,0,4,46,94,7,289,514,0,0,0,0,14,0,0,0,97,97,59,247,104,220.2,170.8,867,1362,
81,1400000US33017081100,"Census Tract 811, Strafford County, New Hampshire",60,39,71,0,12,0,0,0,92,12,51,190,605,29,0,30,0,64,0,0,0,149,31,79,223,442,0,0,20,55,0,0,0,0,25,78,0,264,380,302.3,84.7,807,1574,
62,1400000US33017081200,"Census Tract 812, Strafford County, New Hampshire",0,0,0,0,0,0,0,0,59,33,80,101,305,0,0,11,0,0,0,0,0,82,96,33,83,240,0,11,0,0,0,0,0,0,28,73,8,120,22,229.6,141.4,425,818,
75,1400000US33017081300,"Census Tract 813, Strafford County, New Hampshire",0,0,0,0,52,0,0,0,17,82,16,40,160,0,0,29,0,0,0,0,0,36,14,59,22,145,0,0,0,0,54,0,0,28,17,16,8,22,163,103.6,78.4,167,512,
82,1400000US33017081400,"Census Tract 814, Strafford County, New Hampshire",15,0,32,0,0,13,0,5,0,25,37,0,139,0,0,32,5,14,9,0,0,13,7,27,32,148,0,0,27,0,18,16,0,0,30,7,7,43,186,54.7,27.3,146,414,
71,1400000US33017081500,"Census Tract 815, Strafford County, New Hampshire",102,0,73,0,0,0,0,0,29,91,89,145,213,11,0,41,0,0,0,0,0,16,89,38,18,97,7,0,0,0,0,0,0,0,16,9,0,65,234,117.7,132.3,355,839,
72,1400000US33017081600,"Census Tract 816, Strafford County, New Hampshire",16,7,0,10,0,0,0,0,40,70,29,150,703,13,0,0,0,8,0,0,0,175,181,168,158,625,21,0,0,0,5,0,0,0,160,238,64,137,80,521.7,342.3,706,1650,
78,1400000US33017082000,"Census Tract 820, Strafford County, New Hampshire",0,0,0,0,0,21,6,14,12,21,43,31,180,0,12,0,0,11,6,0,0,90,8,22,31,167,0,0,0,0,0,6,0,11,17,31,61,41,87,137,42,229,495,
80,1400000US33017083001,"Census Tract 830.01, Strafford County, New Hampshire",181,0,0,60,0,21,19,0,156,59,20,95,392,0,0,0,27,14,23,0,0,130,111,55,32,491,59,0,0,21,43,20,0,0,99,128,98,23,488,474.4,208.6,323,1494,
77,1400000US33017083002,"Census Tract 830.02, Strafford County, New Hampshire",0,14,19,0,0,0,0,0,24,71,25,82,381,0,0,16,17,0,0,40,0,18,167,83,40,348,0,0,34,0,0,0,39,0,44,17,55,159,179,162.5,178.5,444,964,
69,1400000US33017084100,"Census Tract 841, Strafford County, New Hampshire",31,25,0,0,79,0,0,33,30,55,0,23,312,0,0,0,54,20,0,0,47,42,62,0,87,319,0,0,0,0,78,20,32,0,14,64,43,68,419,140.3,126.7,221,907,
65,1400000US33017084200,"Census Tract 842, Strafford County, New Hampshire",0,0,115,41,0,0,0,14,71,0,0,86,410,49,0,43,44,27,0,0,21,93,21,35,77,714,84,0,0,109,0,0,137,11,77,132,29,135,695,286.9,107.1,362,1451,
76,1400000US33017084300,"Census Tract 843, Strafford County, New Hampshire",120,0,0,0,77,0,16,79,0,32,0,97,400,60,0,0,43,75,0,0,32,59,94,37,0,417,2,18,0,16,48,0,56,29,0,131,117,0,671,136.1,179.9,251,1238,
73,1400000US33017084400,"Census Tract 844, Strafford County, New Hampshire",68,25,42,0,23,0,0,5,14,41,130,24,313,29,18,42,0,37,37,0,19,15,57,25,34,329,34,52,0,0,121,0,0,34,0,41,30,17,586,70.7,97.3,260,1014,
66,1400000US33017084500,"Census Tract 845, Strafford County, New Hampshire",0,0,99,37,0,42,0,0,36,28,23,0,405,0,0,33,23,0,84,0,12,73,68,31,81,415,0,38,0,20,0,17,0,13,47,118,73,89,418,220.2,149.8,297,1085,
63,1400000US33017084600,"Census Tract 846, Strafford County, New Hampshire",0,0,13,0,18,0,0,0,28,6,38,41,137,0,0,0,0,15,0,0,0,76,7,0,39,262,85,0,0,0,0,0,0,0,48,56,10,63,131,172.7,48.3,191,543,
83,1400000US33017085000,"Census Tract 850, Strafford County, New Hampshire",0,0,0,0,0,73,0,0,15,154,47,466,676,0,0,0,0,0,0,0,0,15,82,136,443,550,10,0,0,0,0,0,0,0,103,0,130,307,83,203.8,165.2,1529,1981,
64,1400000US33017086000,"Census Tract 860, Strafford County, New Hampshire",0,0,0,0,0,0,0,0,35,13,21,171,295,0,0,0,0,0,29,0,49,29,23,34,131,325,0,0,0,0,0,47,0,0,15,14,80,169,125,94,35,606,860,
67,1400000US33017087000,"Census Tract 870, Strafford County, New Hampshire",21,0,0,44,132,17,0,0,18,30,192,48,409,39,44,0,17,19,63,0,0,19,71,39,98,475,114,22,0,33,0,0,0,0,106,37,107,56,565,184.4,96.6,540,1386,
68,1400000US33017088000,"Census Tract 880, Strafford County, New Hampshire",0,0,0,33,60,28,0,42,86,26,14,7,195,0,0,0,22,9,0,0,8,32,52,43,29,464,8,0,0,121,6,0,0,21,25,42,92,149,358,179,84,334,955,
74,1400000US33017088500,"Census Tract 885, Strafford County, New Hampshire",7,0,0,4,11,0,0,0,67,43,57,91,303,7,31,0,9,8,12,0,0,73,66,27,70,374,60,19,3,12,5,17,25,0,54,98,52,29,230,256.1,144.9,326,957,
188,1400000US33019975100,"Census Tract 9751, Sullivan County, New Hampshire",0,0,0,31,0,0,0,4,28,31,33,28,334,6,24,0,15,26,0,0,4,40,80,20,119,344,3,68,0,16,3,16,0,0,43,87,32,76,216,170.4,138.6,308,833,
192,1400000US33019975200,"Census Tract 9752, Sullivan County, New Hampshire",7,0,0,8,14,0,0,0,12,38,3,40,345,0,0,6,0,30,6,0,0,19,28,135,121,451,27,0,12,0,0,0,0,0,27,128,120,137,110,116.2,135.8,556,918,
190,1400000US33019975300,"Census Tract 9753, Sullivan County, New Hampshire",11,14,0,0,0,46,0,0,53,84,6,9,219,0,0,0,0,0,22,0,0,51,92,39,15,258,11,0,0,10,0,0,0,0,11,138,28,60,114,209.2,219.8,157,700,
185,1400000US33019975400,"Census Tract 9754, Sullivan County, New Hampshire",84,0,0,0,29,13,14,53,76,14,29,0,355,45,0,50,0,0,0,0,0,75,155,16,14,425,0,0,30,0,13,0,0,0,141,91,87,63,331,370,182,209,1092,
193,1400000US33019975500,"Census Tract 9755, Sullivan County, New Hampshire",7,0,9,4,11,0,0,0,55,21,23,10,160,2,0,4,0,4,4,0,0,78,25,21,22,218,7,0,0,0,4,0,0,7,83,58,33,26,63,247.2,72.8,135,518,
191,1400000US33019975600,"Census Tract 9756, Sullivan County, New Hampshire",0,0,9,0,6,13,0,4,26,7,27,10,182,0,7,37,0,6,0,0,0,35,59,30,8,150,0,0,25,0,0,0,0,4,18,60,25,18,111,116.8,88.2,118,434,
189,1400000US33019975700,"Census Tract 9757, Sullivan County, New Hampshire",53,62,0,0,37,71,0,0,136,0,35,0,434,19,28,39,0,0,66,0,0,163,102,17,0,257,7,0,0,0,0,30,0,0,112,60,17,31,412,459.6,113.4,100,1085,
187,1400000US33019975800,"Census Tract 9758, Sullivan County, New Hampshire",48,0,0,6,0,24,0,23,70,73,50,54,361,18,0,54,0,0,0,0,23,94,51,109,12,390,18,0,0,0,14,42,0,9,133,31,133,10,279,343.5,108.5,368,1099,
186,1400000US33019975901,"Census Tract 9759.01, Sullivan County, New Hampshire",67,0,0,45,0,0,0,0,107,44,0,0,145,0,0,0,0,0,0,0,11,85,36,0,13,240,14,0,0,0,52,0,0,42,33,86,0,13,231,274.8,116.2,26,648,
184,1400000US33019975902,"Census Tract 9759.02, Sullivan County, New Hampshire",31,67,0,123,52,10,0,0,10,0,32,16,314,101,0,20,92,64,10,0,0,5,13,9,0,194,43,0,45,0,0,10,0,0,40,8,48,0,668,61.3,14.7,105,849,